# ID|ActIdList|PhraseIdList|ToneID|MoodID|Kind|VisualColorID|CommandPatternIdList
# ActIdList: ID образа действий с Пульта (через запятую)
# PhraseIdList: ID фраз (через запятую)
# ToneID: ID тона сообщения: -1=Вялый, 0=Нормальный, 1=Повышенный
# MoodID: ID настроения: 0=Нормальное, 1=Хорошее, 2=Плохое, 3=Игривое, 4=Учитель, 5=Агрессивное, 6=Защитное, 7=Протест
# Kind: 0=объективное действие, 1=субъективное предположение
# VisualColorID: зрительный канал (AgentVisualColor): 0=белый, 1=чёрный, 2–8=спектр; при отсутствии столбца в старых файлах подразумевается 0
# CommandPatternIdList: ID паттернов CommandChannel PhraseTree (через запятую); столбец опционален в старых файлах (как пусто)
1|64||0|0|0|0|
2|42||0|0|0|0|
3|1||0|0|0|0|
4||1|0|0|0|0|
5|70||0|0|0|0|
6|46||0|0|0|0|
7|||0|0|0|0|1
8|||0|0|0|0|2
9|||0|0|0|0|3
10|||0|0|0|0|4
11|||0|0|0|0|5
12|||0|0|0|0|6
